,date,intersection,intersection_id,weather,type,AM_available,AM_scraped,MD_available,MD_scraped,PM_available,PM_scraped,AM_peak_hour,AM_north_bikes_vol,AM_north_peds_vol,AM_north_veh_vol,AM_east_bikes_vol,AM_east_peds_vol,AM_east_veh_vol,AM_south_bikes_vol,AM_south_peds_vol,AM_south_veh_vol,AM_west_bikes_vol,AM_west_peds_vol,AM_west_veh_vol,PM_peak_hour,PM_north_bikes_vol,PM_north_peds_vol,PM_north_veh_vol,PM_east_bikes_vol,PM_east_peds_vol,PM_east_veh_vol,PM_south_bikes_vol,PM_south_peds_vol,PM_south_veh_vol,PM_west_bikes_vol,PM_west_peds_vol,PM_west_veh_vol,MD_peak_hour,MD_north_bikes_vol,MD_north_peds_vol,MD_north_veh_vol,MD_east_bikes_vol,MD_east_peds_vol,MD_east_veh_vol,MD_south_bikes_vol,MD_south_peds_vol,MD_south_veh_vol,MD_west_bikes_vol,MD_west_peds_vol,MD_west_veh_vol,latitude,longitude,geometry
1334,2020-02-13,W 41ST AV AND MAPLE ST,535,rain,,True,True,False,True,True,True,08:00 - 09:00,,19.0,37.0,,38.0,936.0,,20.0,69.0,,44.0,656.0,16:45 - 17:45,,24.0,39.0,,14.0,784.0,,25.0,91.0,,55.0,734.0,,,,,,,,,,,,,,49.23452279,-123.1520497,POINT (-123.1520497 49.23452279)
1335,2020-01-30,W BROADWAY AND COLLINGWOOD ST,706,"partly cloudy, cloudy",,True,True,True,True,True,True,08:00 - 09:00,,16.0,24.0,1.0,40.0,586.0,3.0,53.0,32.0,1.0,42.0,500.0,16:30 - 17:30,3.0,53.0,33.0,1.0,57.0,500.0,1.0,55.0,34.0,2.0,24.0,535.0,11:55 - 12:55,,39.0,18.0,3.0,23.0,430.0,2.0,53.0,30.0,3.0,26.0,392.0,49.2643013,-123.1818499,POINT (-123.1818499 49.2643013)
1336,2020-02-22,BALSAM ST AND W 4TH AV,612,partly cloudy,,True,True,True,True,True,True,13:00 - 14:00,2.0,14.0,88.0,2.0,28.0,542.0,1.0,133.0,74.0,4.0,60.0,775.0,16:00 - 17:00,3.0,31.0,66.0,,42.0,532.0,4.0,63.0,50.0,,27.0,766.0,13:00 - 14:00,2.0,14.0,88.0,2.0,28.0,542.0,1.0,133.0,74.0,4.0,60.0,775.0,49.26824337,-123.1598751,POINT (-123.1598751 49.26824337)
1337,2020-08-26,GRANVILLE ST AND W 12TH AV,185,sunny,,True,True,True,True,True,True,08:00 - 09:00,1.0,17.0,610.0,2.0,38.0,560.0,1.0,14.0,858.0,,44.0,671.0,16:55 - 17:55,1.0,44.0,1109.0,4.0,232.0,659.0,3.0,49.0,813.0,1.0,246.0,1112.0,15:00 - 16:00,1.0,44.0,943.0,,244.0,633.0,,49.0,882.0,,280.0,1005.0,49.26077181,-123.1386636,POINT (-123.1386636 49.26077181)
1338,2020-02-20,W 16TH AV AND MANITOBA ST,707,sunny,,True,True,False,True,True,True,07:55 - 08:55,,13.0,,,66.0,677.0,,11.0,53.0,,,439.0,16:35 - 17:35,,28.0,,,47.0,416.0,,17.0,41.0,,1.0,650.0,,,,,,,,,,,,,,49.25670583,-123.1071048,POINT (-123.1071048 49.25670583)
1339,2020-02-29,W 4TH AV AND BAYSWATER ST,434,partly cloudy,,True,True,True,True,True,True,14:30 - 15:30,7.0,61.0,89.0,3.0,146.0,1487.0,6.0,53.0,60.0,,33.0,1010.0,16:00 - 17:00,6.0,71.0,83.0,1.0,112.0,1270.0,5.0,74.0,67.0,4.0,37.0,943.0,14:30 - 15:30,7.0,61.0,89.0,3.0,146.0,1487.0,6.0,53.0,60.0,,33.0,1010.0,49.26840949,-123.1710657,POINT (-123.1710657 49.26840949)
1340,2020-03-03,W 4TH AV AND BAYSWATER ST,434,partly cloudy,,True,True,True,True,True,True,08:00 - 09:00,1.0,33.0,81.0,1.0,73.0,1148.0,4.0,31.0,94.0,,26.0,1047.0,16:45 - 17:45,4.0,55.0,47.0,3.0,88.0,961.0,3.0,73.0,96.0,1.0,62.0,1327.0,11:45 - 12:45,,15.0,55.0,1.0,53.0,805.0,,35.0,63.0,,14.0,865.0,49.26840949,-123.1710657,POINT (-123.1710657 49.26840949)
1341,2020-01-28,BAYSWATER ST AND W BROADWAY,708,partly cloudy,,True,True,True,True,True,True,08:00 - 09:00,,68.0,45.0,4.0,9.0,620.0,,,,1.0,6.0,663.0,16:55 - 17:55,3.0,230.0,73.0,4.0,38.0,614.0,,,,2.0,47.0,657.0,11:20 - 12:20,,137.0,60.0,3.0,18.0,519.0,,,,3.0,51.0,569.0,49.26412378,-123.1712179,POINT (-123.1712179 49.26412378)
1342,2020-08-26,GRANVILLE ST AND W 33RD AV,295,sunny,,True,True,True,True,True,True,08:00 - 09:00,,9.0,991.0,,4.0,284.0,,10.0,1543.0,2.0,3.0,285.0,16:35 - 17:35,,3.0,1934.0,,,341.0,,10.0,1286.0,1.0,4.0,400.0,15:00 - 16:00,,3.0,1771.0,1.0,2.0,288.0,1.0,12.0,1196.0,2.0,2.0,432.0,49.24186879,-123.1393225,POINT (-123.1393225 49.24186879)
1343,2020-02-06,E HASTINGS ST AND KAMLOOPS ST,709,rain,,True,True,True,True,True,True,07:35 - 08:35,13.0,22.0,45.0,2.0,13.0,1311.0,,37.0,92.0,,9.0,798.0,16:45 - 17:45,3.0,167.0,74.0,,49.0,721.0,10.0,66.0,64.0,1.0,87.0,1623.0,11:30 - 12:30,1.0,103.0,53.0,,54.0,845.0,,38.0,48.0,1.0,73.0,878.0,49.28114534,-123.0545815,POINT (-123.0545815 49.28114534)
1344,2020-09-09,W 41ST AV AND GRANVILLE ST,186,sunny,,True,True,True,True,True,True,07:50 - 08:50,,34.0,1737.0,2.0,11.0,795.0,,10.0,2196.0,,15.0,594.0,16:40 - 17:40,1.0,19.0,2277.0,1.0,24.0,794.0,,37.0,1994.0,,25.0,1060.0,15:00 - 16:00,,15.0,1954.0,2.0,13.0,669.0,,27.0,2101.0,1.0,21.0,1004.0,49.23433037,-123.139588,POINT (-123.139588 49.23433037)
1345,2020-02-11,E HASTINGS ST AND LAKEWOOD DRIVE,710,partly cloudy,,True,True,True,True,True,True,07:50 - 08:50,12.0,10.0,62.0,4.0,19.0,1679.0,7.0,39.0,27.0,1.0,48.0,907.0,17:00 - 18:00,6.0,19.0,26.0,1.0,27.0,885.0,,59.0,34.0,,38.0,2437.0,11:35 - 12:35,2.0,39.0,30.0,,29.0,886.0,,82.0,41.0,,63.0,1283.0,49.28117428,-123.0617014,POINT (-123.0617014 49.28117428)
1346,2020-02-18,N NANAIMO ST AND TRINITY ST,703,sunny,,True,True,False,True,True,True,07:45 - 08:45,1.0,2.0,7.0,4.0,3.0,56.0,1.0,5.0,30.0,,8.0,6.0,16:50 - 17:50,,7.0,11.0,1.0,8.0,18.0,2.0,4.0,39.0,1.0,8.0,4.0,,,,,,,,,,,,,,49.28971089,-123.0564916,POINT (-123.0564916 49.28971089)
1347,2020-02-18,N NANAIMO ST AND TRINITY ST,703,sunny,,True,True,False,True,True,True,07:50 - 08:50,2.0,,52.0,1.0,1.0,3.0,,2.0,36.0,2.0,7.0,25.0,16:50 - 17:50,1.0,4.0,23.0,,2.0,1.0,,2.0,28.0,,7.0,27.0,,,,,,,,,,,,,,49.28971089,-123.0564916,POINT (-123.0564916 49.28971089)
1348,2021-07-06,BIDWELL ST AND BURNABY ST,711,sunny/partly cloudy,,True,True,False,True,True,True,07:40 - 08:40,17.0,11.0,35.0,1.0,48.0,18.0,7.0,35.0,47.0,1.0,40.0,8.0,16:55 - 17:55,20.0,47.0,62.0,14.0,82.0,35.0,21.0,45.0,70.0,1.0,45.0,28.0,,,,,,,,,,,,,,49.28553287,-123.1413011,POINT (-123.1413011 49.28553287)
1349,2021-07-10,BIDWELL ST AND BURNABY ST,711,partly cloudy,,True,True,True,True,True,True,14:35 - 15:35,9.0,46.0,45.0,7.0,92.0,53.0,9.0,60.0,120.0,8.0,56.0,47.0,16:15 - 17:15,8.0,23.0,48.0,6.0,113.0,44.0,23.0,60.0,108.0,4.0,62.0,32.0,14:35 - 15:35,9.0,46.0,45.0,7.0,92.0,53.0,9.0,60.0,120.0,8.0,56.0,47.0,49.28553287,-123.1413011,POINT (-123.1413011 49.28553287)
1350,2021-07-06,BIDWELL ST AND DAVIE ST,621,sunny & partly cloudy,,True,True,False,True,True,True,07:35 - 08:35,9.0,84.0,25.0,2.0,53.0,210.0,4.0,81.0,71.0,,77.0,162.0,16:05 - 17:05,12.0,233.0,40.0,12.0,159.0,338.0,14.0,216.0,108.0,3.0,134.0,241.0,,,,,,,,,,,,,,49.28623617,-123.1402375,POINT (-123.1402375 49.28623617)
1351,2021-07-10,BIDWELL ST AND DAVIE ST,621,partly cloudy/sunny,,True,True,False,True,True,True,08:00 - 09:00,4.0,87.0,20.0,7.0,44.0,185.0,3.0,60.0,29.0,2.0,49.0,84.0,16:55 - 17:55,9.0,329.0,38.0,8.0,180.0,347.0,7.0,306.0,76.0,12.0,131.0,234.0,,,,,,,,,,,,,,49.28623617,-123.1402375,POINT (-123.1402375 49.28623617)
1352,2021-07-10,BIDWELL ST AND DAVIE ST,621,sunny,,True,True,True,True,True,True,14:45 - 15:45,9.0,365.0,28.0,16.0,199.0,368.0,19.0,387.0,151.0,10.0,150.0,200.0,16:55 - 17:55,7.0,416.0,36.0,8.0,207.0,307.0,5.0,328.0,85.0,10.0,141.0,224.0,14:45 - 15:45,9.0,365.0,28.0,16.0,199.0,368.0,19.0,387.0,151.0,10.0,150.0,200.0,49.28623617,-123.1402375,POINT (-123.1402375 49.28623617)
1353,2021-11-25,BROUGHTON ST AND W GEORGIA ST,712,rainy,,True,True,False,True,True,True,07:15 - 08:15,1.0,29.0,49.0,3.0,35.0,644.0,1.0,53.0,64.0,4.0,38.0,1216.0,16:05 - 17:05,1.0,49.0,177.0,3.0,34.0,1073.0,1.0,39.0,106.0,3.0,42.0,803.0,,,,,,,,,,,,,,49.28903403,-123.1282372,POINT (-123.1282372 49.28903403)
1354,2021-03-03,E 2ND AV AND BRUNSWICK ST,235,partly cloudy,,True,True,True,True,False,True,07:55 - 08:55,13.0,1.0,149.0,5.0,69.0,169.0,12.0,40.0,143.0,1.0,20.0,,,,,,,,,,,,,,,14:05 - 15:05,4.0,,143.0,3.0,53.0,104.0,5.0,34.0,100.0,1.0,14.0,,49.26663155,-123.0963254,POINT (-123.0963254 49.26663155)
1355,2021-02-10,DUNSMUIR ST AND BURRARD ST,440,partly cloudy,,True,True,False,True,True,True,08:00 - 09:00,2.0,265.0,610.0,14.0,51.0,1128.0,2.0,71.0,418.0,,127.0,,16:50 - 17:50,11.0,558.0,1330.0,9.0,231.0,1775.0,5.0,324.0,328.0,,197.0,,,,,,,,,,,,,,,49.285554,-123.1193949,POINT (-123.1193949 49.285554)
1356,2021-03-11,DUNSMUIR ST AND BURRARD ST,440,partly cloudy,,True,True,False,True,True,True,07:30 - 08:30,1.0,137.0,578.0,10.0,183.0,1098.0,8.0,140.0,453.0,,213.0,,17:00 - 18:00,19.0,283.0,856.0,19.0,221.0,1697.0,6.0,263.0,417.0,2.0,390.0,,,,,,,,,,,,,,,49.285554,-123.1193949,POINT (-123.1193949 49.285554)
1357,2021-02-10,SMITHE ST AND BURRARD ST,441,partly cloudy,,True,True,False,True,True,True,07:55 - 08:55,1.0,121.0,494.0,9.0,102.0,562.0,10.0,160.0,796.0,4.0,243.0,53.0,16:55 - 17:55,6.0,188.0,912.0,16.0,229.0,852.0,2.0,332.0,572.0,1.0,356.0,103.0,,,,,,,,,,,,,,49.28224067,-123.1244038,POINT (-123.1244038 49.28224067)
1358,2021-03-04,BURRARD ST AND W 4TH AV,399,cloudy/rain,,True,True,False,True,True,True,08:00 - 09:00,18.0,62.0,874.0,2.0,60.0,713.0,23.0,56.0,896.0,1.0,55.0,815.0,16:55 - 17:55,29.0,89.0,1305.0,1.0,75.0,913.0,5.0,70.0,776.0,1.0,86.0,776.0,,,,,,,,,,,,,,49.26802668,-123.1456455,POINT (-123.1456455 49.26802668)
1359,2021-02-09,ALBERNI ST AND BUTE ST,242,cloudy,,True,True,False,True,True,True,07:55 - 08:55,2.0,64.0,130.0,,165.0,315.0,14.0,67.0,,2.0,118.0,154.0,16:55 - 17:55,15.0,180.0,155.0,5.0,290.0,358.0,4.0,103.0,,7.0,224.0,364.0,,,,,,,,,,,,,,49.2867085,-123.1259162,POINT (-123.1259162 49.2867085)
1360,2021-02-24,ALBERNI ST AND BUTE ST,242,cloudy,,True,True,False,True,True,True,07:45 - 08:45,4.0,72.0,99.0,1.0,160.0,308.0,6.0,75.0,,6.0,102.0,163.0,16:40 - 17:40,7.0,142.0,109.0,7.0,340.0,345.0,6.0,118.0,,2.0,270.0,410.0,,,,,,,,,,,,,,49.2867085,-123.1259162,POINT (-123.1259162 49.2867085)
1361,2021-10-16,DAVIE ST AND BUTE ST,69,rain,,True,True,True,True,True,True,08:00 - 09:00,1.0,49.0,,1.0,49.0,219.0,,54.0,,2.0,50.0,147.0,16:00 - 17:00,2.0,419.0,,6.0,266.0,526.0,5.0,272.0,,6.0,273.0,412.0,11:50 - 12:50,2.0,185.0,,11.0,147.0,539.0,6.0,204.0,,5.0,200.0,391.0,49.28178317,-123.1333593,POINT (-123.1333593 49.28178317)
1362,2021-02-09,BUTE ST AND MELVILLE ST,444,cloudy,,True,True,False,True,True,True,08:00 - 09:00,2.0,58.0,105.0,,180.0,238.0,8.0,110.0,128.0,,125.0,,16:40 - 17:40,9.0,80.0,140.0,21.0,195.0,519.0,5.0,102.0,228.0,1.0,192.0,,,,,,,,,,,,,,,49.2878638,-123.1241703,POINT (-123.1241703 49.2878638)
1363,2021-02-24,BUTE ST AND MELVILLE ST,444,cloudy,,True,True,False,True,True,True,07:50 - 08:50,3.0,81.0,95.0,6.0,170.0,302.0,13.0,96.0,133.0,,96.0,,16:45 - 17:45,11.0,55.0,119.0,22.0,244.0,424.0,7.0,140.0,195.0,,176.0,,,,,,,,,,,,,,,49.2878638,-123.1241703,POINT (-123.1241703 49.2878638)
1364,2021-09-29,BUTE ST AND NELSON ST,695,light rain,,True,True,False,True,True,True,07:50 - 08:50,3.0,41.0,38.0,,80.0,63.0,20.0,61.0,61.0,5.0,97.0,399.0,17:00 - 18:00,22.0,56.0,69.0,,148.0,245.0,23.0,61.0,54.0,7.0,152.0,397.0,,,,,,,,,,,,,,49.28389285,-123.1301713,POINT (-123.1301713 49.28389285)
1365,2021-10-23,BUTE ST AND PACIFIC ST,655,light rain,,True,True,True,True,True,True,08:00 - 09:00,,3.0,6.0,6.0,4.0,103.0,,15.0,20.0,10.0,15.0,232.0,16:00 - 17:00,,17.0,35.0,4.0,7.0,488.0,,24.0,39.0,11.0,64.0,527.0,12:00 - 13:00,1.0,9.0,24.0,7.0,4.0,381.0,1.0,10.0,41.0,19.0,32.0,562.0,49.27967227,-123.1365484,POINT (-123.1365484 49.27967227)
1366,2021-11-03,E HASTINGS ST AND CAMPBELL AV,447,partly cloudy,,True,True,False,True,True,True,08:00 - 09:00,,22.0,70.0,6.0,31.0,1220.0,7.0,26.0,61.0,4.0,20.0,383.0,16:35 - 17:35,3.0,58.0,105.0,2.0,56.0,614.0,2.0,29.0,70.0,7.0,52.0,1318.0,,,,,,,,,,,,,,49.28105906,-123.0847853,POINT (-123.0847853 49.28105906)
1367,2021-11-03,VENABLES ST AND CAMPBELL AV,88,"rainy, partly cloudy",,True,True,False,True,True,True,07:52 - 08:52,,4.0,87.0,1.0,14.0,856.0,,2.0,,,1.0,620.0,16:53 - 17:53,,10.0,109.0,,16.0,735.0,,6.0,,,4.0,993.0,,,,,,,,,,,,,,49.27649352,-123.084992,POINT (-123.084992 49.27649352)
1368,2021-02-03,CARTIER ST AND W 38TH AV,713,partly cloudy/cloudy,,True,True,True,True,False,True,07:05 - 08:05,,3.0,10.0,,8.0,7.0,1.0,2.0,33.0,,,8.0,,,,,,,,,,,,,,14:20 - 15:20,,2.0,17.0,1.0,163.0,14.0,,75.0,131.0,1.0,11.0,52.0,49.23703855,-123.1370987,POINT (-123.1370987 49.23703855)
1369,2021-11-02,E HASTINGS ST AND CLARK DRIVE,678,sunny,,True,True,False,True,True,True,08:00 - 09:00,,9.0,336.0,,14.0,1674.0,1.0,17.0,693.0,,13.0,534.0,17:00 - 18:00,1.0,12.0,426.0,,6.0,1144.0,,24.0,742.0,1.0,3.0,1329.0,,,,,,,,,,,,,,49.28132162,-123.0770929,POINT (-123.0770929 49.28132162)
1370,2021-11-04,VENABLES ST AND CLARK DRIVE,449,rainy,,True,True,False,True,True,True,07:55 - 08:55,,33.0,646.0,1.0,20.0,484.0,2.0,25.0,898.0,1.0,31.0,582.0,16:00 - 17:00,4.0,31.0,883.0,1.0,46.0,300.0,,46.0,1008.0,1.0,29.0,998.0,,,,,,,,,,,,,,49.2767558,-123.0772281,POINT (-123.0772281 49.2767558)
1371,2021-11-03,E 1ST AV AND GRANDVIEW VIADUCT,112,"rainy, cloudy",,True,True,False,True,True,True,07:50 - 08:50,1.0,14.0,857.0,,19.0,1437.0,,13.0,1770.0,1.0,17.0,1077.0,16:15 - 17:15,3.0,13.0,1460.0,,9.0,1189.0,,21.0,1506.0,1.0,21.0,1014.0,,,,,,,,,,,,,,49.26967185,-123.0773542,POINT (-123.0773542 49.26967185)
1372,2021-03-16,COLUMBIA ST AND E PENDER ST,120,partly cloudy,,True,True,True,True,True,True,08:00 - 09:00,,53.0,,8.0,41.0,308.0,26.0,14.0,135.0,3.0,30.0,224.0,16:30 - 17:30,15.0,150.0,,19.0,79.0,251.0,16.0,108.0,155.0,16.0,62.0,473.0,11:55 - 12:55,3.0,148.0,,16.0,69.0,255.0,3.0,85.0,113.0,10.0,27.0,270.0,49.28043457,-123.1022971,POINT (-123.1022971 49.28043457)
1373,2021-03-17,POWELL ST AND COLUMBIA ST,121,partly cloudy,,True,True,True,True,True,True,07:55 - 08:55,,81.0,6.0,7.0,34.0,599.0,7.0,52.0,76.0,,115.0,,16:05 - 17:05,,64.0,10.0,9.0,35.0,486.0,17.0,108.0,130.0,,50.0,,11:00 - 12:00,,64.0,14.0,5.0,19.0,351.0,13.0,81.0,137.0,,101.0,,49.28323851,-123.1021753,POINT (-123.1021753 49.28323851)
1374,2021-07-06,DENMAN ST AND BEACH AV,481,partly cloudy/sunny,,True,True,False,True,True,True,08:00 - 09:00,133.0,,249.0,1.0,23.0,16.0,111.0,1.0,289.0,,2.0,,17:00 - 18:00,358.0,11.0,308.0,3.0,141.0,28.0,392.0,23.0,341.0,,18.0,,,,,,,,,,,,,,,49.28687902,-123.1423753,POINT (-123.1423753 49.28687902)
1375,2021-07-10,DENMAN ST AND BEACH AV,481,partly cloudy/sunny,,True,True,False,True,True,True,08:00 - 09:00,188.0,1.0,136.0,1.0,26.0,11.0,236.0,1.0,192.0,,1.0,,16:00 - 17:00,477.0,5.0,298.0,5.0,291.0,27.0,381.0,40.0,306.0,,6.0,,,,,,,,,,,,,,,49.28687902,-123.1423753,POINT (-123.1423753 49.28687902)
1376,2021-07-06,DENMAN ST AND DAVIE ST,275,sunny/partly cloudy,,True,True,False,True,True,True,08:00 - 09:00,10.0,122.0,395.0,2.0,63.0,180.0,2.0,55.0,287.0,6.0,26.0,,16:00 - 17:00,13.0,329.0,515.0,11.0,264.0,275.0,6.0,203.0,436.0,5.0,120.0,,,,,,,,,,,,,,,49.28725362,-123.1418096,POINT (-123.1418096 49.28725362)
1377,2021-07-10,DENMAN ST AND DAVIE ST,275,partly cloudy,,True,True,False,True,True,True,08:00 - 09:00,,122.0,206.0,3.0,66.0,179.0,4.0,58.0,199.0,5.0,40.0,,16:05 - 17:05,16.0,517.0,461.0,16.0,365.0,297.0,11.0,332.0,324.0,23.0,396.0,,,,,,,,,,,,,,,49.28725362,-123.1418096,POINT (-123.1418096 49.28725362)
1378,2021-07-06,MORTON AV AND DENMAN ST,144,sunny/partly cloudy,,True,True,False,True,True,True,08:00 - 09:00,11.0,3.0,380.0,1.0,77.0,17.0,6.0,4.0,481.0,,102.0,,16:05 - 17:05,14.0,3.0,493.0,1.0,280.0,30.0,19.0,13.0,601.0,1.0,342.0,,,,,,,,,,,,,,,49.2875731,-123.1413266,POINT (-123.1413266 49.2875731)
1379,2021-07-10,MORTON AV AND DENMAN ST,144,partly cloudy/sunny,,True,True,False,True,True,True,08:00 - 09:00,7.0,,212.0,,49.0,10.0,7.0,,356.0,,79.0,,16:05 - 17:05,40.0,,513.0,6.0,492.0,38.0,19.0,,620.0,2.0,562.0,1.0,,,,,,,,,,,,,,49.2875731,-123.1413266,POINT (-123.1413266 49.2875731)
1380,2021-07-10,MORTON AV AND DENMAN ST,144,partly cloudy,,True,True,True,True,True,True,14:50 - 15:50,27.0,9.0,525.0,,478.0,56.0,19.0,9.0,576.0,15.0,411.0,,16:05 - 17:05,41.0,15.0,484.0,6.0,470.0,28.0,27.0,5.0,561.0,3.0,524.0,1.0,14:50 - 15:50,27.0,9.0,525.0,,478.0,56.0,19.0,9.0,576.0,15.0,411.0,,49.2875731,-123.1413266,POINT (-123.1413266 49.2875731)
1381,2021-02-17,W GEORGIA ST AND DENMAN ST,276,cloudy/rain,,True,True,False,True,True,True,07:40 - 08:40,,56.0,51.0,16.0,98.0,898.0,1.0,15.0,583.0,16.0,,2261.0,17:00 - 18:00,3.0,155.0,52.0,42.0,309.0,1839.0,3.0,70.0,598.0,8.0,,1998.0,,,,,,,,,,,,,,49.29259468,-123.1337401,POINT (-123.1337401 49.29259468)
1382,2021-03-04,W KING EDWARD AV AND DUNBAR ST,279,cloudy/rain,,True,True,False,True,True,True,08:00 - 09:00,1.0,22.0,643.0,3.0,43.0,692.0,3.0,21.0,565.0,1.0,15.0,356.0,16:30 - 17:30,1.0,11.0,733.0,1.0,17.0,436.0,1.0,4.0,489.0,2.0,16.0,156.0,,,,,,,,,,,,,,49.25006079,-123.1851859,POINT (-123.1851859 49.25006079)
1383,2021-01-28,EAST BOULEVARD AND W 41ST AV,150,cloudy,,True,True,False,True,True,True,08:00 - 09:00,13.0,85.0,140.0,,113.0,670.0,10.0,46.0,248.0,,33.0,553.0,16:45 - 17:45,16.0,135.0,148.0,,124.0,512.0,26.0,184.0,234.0,,190.0,671.0,,,,,,,,,,,,,,49.23456773,-123.1550098,POINT (-123.1550098 49.23456773)
1384,2021-05-12,W BROADWAY AND FIR ST,285,partly cloudy,,True,True,False,True,True,True,08:00 - 09:00,7.0,82.0,571.0,,86.0,474.0,6.0,51.0,250.0,1.0,19.0,834.0,16:45 - 17:45,6.0,147.0,985.0,3.0,145.0,717.0,12.0,155.0,331.0,3.0,83.0,984.0,,,,,,,,,,,,,,49.26363743,-123.1410197,POINT (-123.1410197 49.26363743)
1385,2021-01-12,W 7TH AV AND FIR ST,714,partly cloudy,,True,True,False,True,True,True,08:00 - 09:00,6.0,19.0,198.0,3.0,23.0,46.0,4.0,25.0,249.0,11.0,11.0,26.0,16:40 - 17:40,1.0,31.0,421.0,6.0,9.0,39.0,5.0,28.0,217.0,10.0,43.0,53.0,,,,,,,,,,,,,,49.26538649,-123.140954,POINT (-123.140954 49.26538649)
1386,2021-11-03,GLEN DRIVE AND E HASTINGS ST,647,rain,,True,True,False,True,True,True,08:00 - 09:00,,8.0,11.0,2.0,9.0,1260.0,7.0,15.0,34.0,3.0,17.0,463.0,16:35 - 17:35,,11.0,33.0,2.0,12.0,717.0,2.0,24.0,44.0,5.0,23.0,1456.0,,,,,,,,,,,,,,49.28099716,-123.0812821,POINT (-123.0812821 49.28099716)
1387,2021-10-28,GLEN DRIVE AND PARKER ST,291,cloudy,,True,True,False,True,True,True,07:05 - 08:05,,,20.0,,3.0,124.0,1.0,,31.0,2.0,2.0,21.0,16:25 - 17:25,,,22.0,3.0,7.0,75.0,1.0,1.0,142.0,2.0,1.0,62.0,,,,,,,,,,,,,,49.27577878,-123.0813895,POINT (-123.0813895 49.27577878)
1388,2021-11-03,VENABLES ST AND GLEN DRIVE,292,cloudy,,True,True,False,True,True,True,07:55 - 08:55,,5.0,83.0,2.0,2.0,874.0,,6.0,11.0,1.0,1.0,621.0,16:45 - 17:45,,18.0,124.0,,4.0,678.0,,7.0,44.0,,,1062.0,,,,,,,,,,,,,,49.27681521,-123.0813706,POINT (-123.0813706 49.27681521)
1389,2021-04-20,W 41ST AV AND GRANVILLE ST,186,partly cloudy,,True,True,True,True,True,True,07:05 - 08:05,,24.0,1263.0,1.0,31.0,787.0,,24.0,1630.0,,6.0,626.0,16:00 - 17:00,1.0,17.0,1769.0,,23.0,538.0,,39.0,1244.0,,4.0,703.0,15:00 - 16:00,,24.0,1706.0,1.0,25.0,576.0,1.0,22.0,1264.0,2.0,6.0,711.0,49.23433037,-123.139588,POINT (-123.139588 49.23433037)
1390,2021-04-20,W BROADWAY AND GRANVILLE ST,187,partly cloudy,,True,True,True,True,True,True,08:00 - 09:00,,19.0,593.0,,67.0,645.0,1.0,132.0,1033.0,,97.0,663.0,16:30 - 17:30,2.0,68.0,992.0,,104.0,824.0,2.0,182.0,925.0,,134.0,798.0,15:00 - 16:00,1.0,27.0,929.0,,71.0,745.0,2.0,205.0,842.0,1.0,124.0,821.0,49.26359793,-123.1385577,POINT (-123.1385577 49.26359793)
1391,2021-03-30,DAVIE ST AND GRANVILLE ST,296,partly cloudy,,True,True,False,True,True,True,07:55 - 08:55,4.0,220.0,160.0,5.0,69.0,246.0,5.0,144.0,474.0,2.0,109.0,250.0,16:50 - 17:50,2.0,313.0,243.0,11.0,113.0,351.0,16.0,692.0,724.0,30.0,508.0,596.0,,,,,,,,,,,,,,49.27715052,-123.1261986,POINT (-123.1261986 49.27715052)
1392,2021-04-20,W KING EDWARD AV AND GRANVILLE ST,300,partly cloudy,,True,True,True,True,True,True,07:05 - 08:05,,1.0,996.0,2.0,10.0,1041.0,,3.0,1499.0,3.0,10.0,793.0,16:00 - 17:00,,2.0,1630.0,3.0,14.0,936.0,1.0,2.0,1181.0,4.0,7.0,750.0,15:00 - 16:00,,10.0,1547.0,5.0,16.0,865.0,3.0,5.0,1215.0,4.0,4.0,836.0,49.24941357,-123.1390837,POINT (-123.1390837 49.24941357)
1393,2021-03-31,SMITHE ST AND GRANVILLE ST,303,partly cloudy/cloudy,,True,True,False,True,True,True,07:50 - 08:50,3.0,121.0,51.0,46.0,291.0,1991.0,5.0,83.0,147.0,,84.0,,16:50 - 17:50,13.0,451.0,55.0,31.0,1793.0,2208.0,10.0,220.0,131.0,1.0,376.0,,,,,,,,,,,,,,,49.28031132,-123.1214215,POINT (-123.1214215 49.28031132)
1394,2021-04-27,GRANVILLE ST AND W 12TH AV,185,light rain,,True,True,True,True,True,True,08:00 - 09:00,,37.0,656.0,,36.0,782.0,1.0,19.0,1009.0,,62.0,701.0,16:15 - 17:15,4.0,81.0,1003.0,2.0,251.0,797.0,2.0,56.0,810.0,,152.0,824.0,15:00 - 16:00,1.0,49.0,937.0,1.0,138.0,707.0,2.0,50.0,751.0,2.0,208.0,951.0,49.26077181,-123.1386636,POINT (-123.1386636 49.26077181)
1395,2021-04-15,GRANVILLE ST AND W 33RD AV,295,partly cloudy,,True,True,True,True,True,True,08:00 - 09:00,,,829.0,,1.0,296.0,1.0,1.0,1138.0,,3.0,478.0,17:10 - 18:10,,11.0,1281.0,1.0,2.0,353.0,1.0,10.0,1532.0,1.0,5.0,704.0,15:00 - 16:00,,5.0,1284.0,1.0,,333.0,2.0,10.0,1124.0,,5.0,820.0,49.24186879,-123.1393225,POINT (-123.1393225 49.24186879)
