date,intersection,longitude,latitude,weather,type,AM_available,AM_scraped,MD_available,MD_scraped,PM_available,PM_scraped,AM_peak_hour,AM_north_bikes_vol,AM_north_peds_vol,AM_north_veh_vol,AM_east_bikes_vol,AM_east_peds_vol,AM_east_veh_vol,AM_south_bikes_vol,AM_south_peds_vol,AM_south_veh_vol,AM_west_bikes_vol,AM_west_peds_vol,AM_west_veh_vol,PM_peak_hour,PM_north_bikes_vol,PM_north_peds_vol,PM_north_veh_vol,PM_east_bikes_vol,PM_east_peds_vol,PM_east_veh_vol,PM_south_bikes_vol,PM_south_peds_vol,PM_south_veh_vol,PM_west_bikes_vol,PM_west_peds_vol,PM_west_veh_vol,MD_peak_hour,MD_north_bikes_vol,MD_north_peds_vol,MD_north_veh_vol,MD_east_bikes_vol,MD_east_peds_vol,MD_east_veh_vol,MD_south_bikes_vol,MD_south_peds_vol,MD_south_veh_vol,MD_west_bikes_vol,MD_west_peds_vol,MD_west_veh_vol
2003-06-03,FRASER ST AND E 12TH AV,-123.089163225897,49.2597165933554,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,8,10,419,1,13,1442,11,12,587,3,14,931,16:20 - 17:20,10,5,670,2,33,1283,10,15,589,1,19,1393,,,,,,,,,,,,,
2001-05-18,FRASER ST AND E 12TH AV,-123.089163225897,49.2597165933554,cloudy,Signalized,True,True,False,True,True,True,07:40 - 08:40,6,12,506,2,14,1422,24,3,632,5,15,1034,16:25 - 17:25,22,8,771,4,30,1166,10,14,603,4,29,1231,,,,,,,,,,,,,
1999-07-23,FRASER ST AND E 12TH AV,-123.089163225897,49.2597165933554,sunny,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,10,447,0,8,1219,2,1,555,1,5,965,16:25 - 17:25,5,14,632,2,31,1186,5,9,690,0,24,1227,,,,,,,,,,,,,
1997-06-04,FRASER ST AND E 12TH AV,-123.089163225897,49.2597165933554,cloudy,Signalized,True,True,False,True,True,True,07:40 - 08:40,6,9,486,0,21,1412,12,13,670,1,24,1059,16:25 - 17:25,15,10,687,1,43,1219,3,6,618,3,30,1352,,,,,,,,,,,,,
1995-05-24,FRASER ST AND E 12TH AV,-123.089163225897,49.2597165933554,clear,Signalized,True,True,False,True,True,True,07:50 - 08:50,4,15,446,1,28,1406,15,14,668,1,33,1088,16:25 - 17:25,20,15,810,4,43,1253,15,21,632,1,43,1380,,,,,,,,,,,,,
2008-08-26,FRASER ST AND E 33RD AV,-123.090346542615,49.2403061298003,rain,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,1,632,8,3,822,6,35,898,3,21,337,16:55 - 17:55,0,1,918,9,48,635,27,31,983,36,1,717,,,,,,,,,,,,,
2005-05-25,FRASER ST AND E 33RD AV,-123.090346542615,49.2403061298003,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,3,6,682,5,40,960,4,13,1161,3,7,542,16:25 - 17:25,4,9,1021,6,34,640,4,31,988,7,9,899,,,,,,,,,,,,,
2003-06-20,FRASER ST AND E 33RD AV,-123.090346542615,49.2403061298003,rain,Signalized,True,True,False,True,True,True,07:55 - 08:55,4,13,532,9,26,897,4,13,824,4,6,445,16:25 - 17:25,1,6,907,0,33,694,2,20,980,7,4,906,,,,,,,,,,,,,
2000-04-20,FRASER ST AND E 33RD AV,-123.090346542615,49.2403061298003,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,3,4,671,7,31,935,4,10,922,0,3,466,16:25 - 17:25,2,8,878,0,21,660,5,24,920,11,12,800,,,,,,,,,,,,,
2005-08-03,FRASER ST AND E 41ST AV,-123.090557699938,49.2328915091199,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,2,26,660,3,71,1237,1,28,886,0,57,961,16:15 - 17:15,7,37,970,0,96,1072,1,2,853,2,20,1488,,,,,,,,,,,,,
2003-11-12,FRASER ST AND E 41ST AV,-123.090557699938,49.2328915091199,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,99,708,1,89,1414,1,69,864,1,197,1140,16:20 - 17:20,2,37,1024,0,163,1103,3,20,1025,2,73,1541,,,,,,,,,,,,,
2001-07-13,FRASER ST AND E 41ST AV,-123.090557699938,49.2328915091199,clear,Signalized,True,True,False,True,True,True,07:50 - 08:50,10,15,737,4,33,1460,7,34,741,4,41,1117,16:25 - 17:25,7,9,1051,14,65,1186,22,9,916,6,9,1441,,,,,,,,,,,,,
1999-07-08,FRASER ST AND E 41ST AV,-123.090557699938,49.2328915091199,sunny,Signalized,True,True,False,True,True,True,07:55 - 08:55,2,57,676,2,71,1111,3,19,729,2,106,1049,16:25 - 17:25,1,25,892,1,106,1022,3,35,1058,3,32,1346,,,,,,,,,,,,,
1997-07-21,FRASER ST AND E 41ST AV,-123.090557699938,49.2328915091199,clear,Signalized,True,True,True,True,False,True,07:45 - 08:45,4,59,729,1,88,1319,6,49,761,2,180,928,,,,,,,,,,,,,,15:45 - 16:45,2,35,913,2,138,1029,6,38,1075,2,45,1368
1995-06-08,FRASER ST AND E 41ST AV,-123.090557699938,49.2328915091199,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,6,215,706,5,202,1559,7,104,955,2,331,1038,16:25 - 17:25,3,15,1066,2,106,1176,4,36,1229,9,71,1527,,,,,,,,,,,,,
1990-07-13,FRASER ST AND E 41ST AV,-123.090557699938,49.2328915091199,clear,Signalized,True,True,False,True,False,True,07:50 - 08:50,10,15,737,4,33,1460,7,34,741,4,41,1115,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-18,FRASER ST AND E 49TH AV,-123.09077387286,49.225471822633,rain,Signalized,True,True,False,True,True,True,07:55 - 08:55,1,87,698,7,72,693,4,91,976,5,74,628,16:30 - 17:30,2,207,788,7,138,536,2,193,997,3,319,916,,,,,,,,,,,,,
2003-06-20,FRASER ST AND E 49TH AV,-123.09077387286,49.225471822633,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,3,47,621,10,80,675,1,61,739,5,88,500,16:15 - 17:15,5,152,899,4,189,717,6,172,954,5,419,890,,,,,,,,,,,,,
2001-08-10,FRASER ST AND E 49TH AV,-123.09077387286,49.225471822633,clear,Signalized,True,True,False,True,True,True,07:50 - 08:50,2,15,516,7,78,652,5,60,628,8,34,741,16:25 - 17:25,2,113,1024,8,183,736,10,167,866,5,117,799,,,,,,,,,,,,,
1999-07-06,FRASER ST AND E 49TH AV,-123.09077387286,49.225471822633,sunny,Signalized,True,True,False,True,True,True,07:55 - 08:55,1,41,683,7,54,782,0,60,791,3,52,544,16:25 - 17:25,3,111,920,3,93,725,8,142,1007,14,260,881,,,,,,,,,,,,,
1997-07-07,FRASER ST AND E 49TH AV,-123.09077387286,49.225471822633,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,1,52,491,4,96,814,4,54,749,4,56,473,16:20 - 17:20,4,165,868,5,157,732,3,155,973,11,253,852,,,,,,,,,,,,,
1995-06-16,FRASER ST AND E 49TH AV,-123.09077387286,49.225471822633,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,5,74,787,11,119,919,1,68,961,5,107,608,16:10 - 17:10,14,218,1018,16,286,829,12,272,1196,13,458,847,,,,,,,,,,,,,
2008-04-24,FRASER ST AND E 59TH AV,-123.091000296287,49.2165571845354,clear,Signalized,True,True,True,True,True,True,07:45 - 08:45,5,3,545,0,0,11,1,3,639,0,1,14,16:50 - 17:50,0,6,734,0,6,29,0,18,798,1,21,28,12:10 - 13:10,1,5,563,0,0,11,1,9,576,0,3,6
2001-08-08,FRASER ST AND E KENT AV NORTH,-123.091185842329,49.2081850853368,clear,Non-Signalized,True,True,False,True,True,True,07:50 - 08:50,3,1,185,0,5,475,3,0,70,2,2,241,16:25 - 17:25,0,2,171,4,2,310,2,0,232,0,2,599,,,,,,,,,,,,,
2002-08-12,CAMPBELL AV AND E HASTINGS ST,-123.08478533166,49.2810590637844,clear,Signalized,True,True,False,True,True,True,07:50 - 08:50,2,20,114,19,14,1700,3,17,52,2,22,459,16:00 - 17:00,6,29,254,13,18,913,11,65,152,17,29,1548,,,,,,,,,,,,,
1999-08-25,CAMPBELL AV AND E HASTINGS ST,-123.08478533166,49.2810590637844,sunny,Signalized,True,True,False,True,True,True,07:45 - 08:45,4,23,109,6,18,1669,5,27,37,3,30,410,16:25 - 17:25,7,33,259,12,30,948,2,63,94,10,45,1491,,,,,,,,,,,,,
1997-06-04,CAMPBELL AV AND E HASTINGS ST,-123.08478533166,49.2810590637844,rain,Signalized,True,True,False,True,True,True,07:50 - 08:50,4,28,145,9,13,1973,5,29,72,0,44,506,16:25 - 17:25,5,50,378,9,28,955,1,73,155,19,57,1821,,,,,,,,,,,,,
1995-06-08,CAMPBELL AV AND E HASTINGS ST,-123.08478533166,49.2810590637844,clear,Signalized,True,True,False,True,True,True,07:45 - 08:45,2,29,122,10,12,1798,3,17,80,4,47,496,16:20 - 17:20,9,42,313,24,28,1096,5,80,209,10,68,1595,,,,,,,,,,,,,
2005-10-18,BEGG ST AND TERMINAL AV,-123.087444895622,49.2706708665195,cloudy,Non-Signalized,True,True,False,True,True,True,07:45 - 08:45,0,20,47,10,0,1817,0,4,0,10,0,1012,16:25 - 17:25,1,23,14,18,0,1681,0,7,4,17,0,1354,,,,,,,,,,,,,
2011-01-26,WINDSOR ST AND KINGSWAY,-123.083700927477,49.2538476468086,rain,Signalized,True,True,False,True,True,True,07:55 - 08:55,9,5,86,6,41,1992,11,13,59,1,29,836,16:15 - 17:15,7,11,88,1,11,1039,9,31,102,5,60,1606,,,,,,,,,,,,,
2003-06-06,WINDSOR ST AND KINGSWAY,-123.083700927477,49.2538476468086,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,11,14,137,17,31,1882,8,19,91,2,40,850,16:20 - 17:20,7,15,88,6,28,1122,8,42,67,17,22,1887,,,,,,,,,,,,,
2001-06-25,WINDSOR ST AND KINGSWAY,-123.083700927477,49.2538476468086,cloudy,Signalized,True,True,False,True,True,True,07:50 - 08:50,7,14,110,23,45,2134,8,21,112,11,39,964,16:15 - 17:15,17,23,121,13,28,1157,12,46,114,27,25,2044,,,,,,,,,,,,,
1999-07-22,WINDSOR ST AND KINGSWAY,-123.083700927477,49.2538476468086,sunny,Signalized,True,True,False,True,True,True,07:55 - 08:55,7,1,47,8,6,2008,2,8,53,3,8,905,16:25 - 17:25,2,11,84,7,30,1136,5,21,106,4,12,1868,,,,,,,,,,,,,
1997-06-20,WINDSOR ST AND KINGSWAY,-123.083700927477,49.2538476468086,clear,Signalized,True,True,False,True,True,True,07:45 - 08:45,6,9,95,13,66,2111,9,33,81,10,29,838,16:05 - 17:05,4,22,116,14,33,1263,5,21,89,16,33,2058,,,,,,,,,,,,,
1995-08-01,WINDSOR ST AND KINGSWAY,-123.083700927477,49.2538476468086,cloudy,Signalized,True,True,False,True,True,True,07:30 - 08:30,3,6,55,12,3,1984,6,17,62,9,7,743,16:25 - 17:25,2,15,117,7,18,1147,8,38,99,36,18,2087,,,,,,,,,,,,,
2005-11-15,RAYMUR AV AND VENABLES ST,-123.082600818962,49.2768308510353,clear,Non-Signalized,True,True,True,True,False,True,07:55 - 08:55,2,5,25,2,1,1329,0,12,44,1,19,649,,,,,,,,,,,,,,15:45 - 16:45,0,7,29,2,0,764,0,10,98,1,20,1099
2009-03-25,CLARK DRIVE AND POWELL ST,-123.077052898318,49.2830682055775,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,1,2,5,19,6,1613,1,6,387,3,3,584,16:35 - 17:35,2,7,8,4,4,982,5,6,521,9,6,1692,,,,,,,,,,,,,
2003-06-23,CLARK DRIVE AND POWELL ST,-123.077052898318,49.2830682055775,clear,Signalized,True,True,False,True,True,True,07:50 - 08:50,0,8,1,19,9,2281,0,8,382,3,3,574,16:05 - 17:05,1,6,3,11,6,1052,5,6,615,10,1,1642,,,,,,,,,,,,,
2000-07-17,CLARK DRIVE AND POWELL ST,-123.077052898318,49.2830682055775,clear,Signalized,True,True,False,True,True,True,07:45 - 08:45,0,6,1,12,15,2095,1,7,309,2,4,583,16:25 - 17:25,3,12,5,8,10,853,0,8,322,18,2,1853,,,,,,,,,,,,,
1998-11-05,CLARK DRIVE AND POWELL ST,-123.077052898318,49.2830682055775,rain,Signalized,True,True,False,True,True,True,07:45 - 08:45,0,7,3,8,7,1919,1,7,279,3,6,552,16:25 - 17:25,0,20,18,1,4,919,1,4,399,3,2,1833,,,,,,,,,,,,,
1996-08-12,CLARK DRIVE AND POWELL ST,-123.077052898318,49.2830682055775,clear,Signalized,True,True,False,True,True,True,07:35 - 08:35,0,7,,22,12,1846,4,7,116,5,9,528,16:25 - 17:25,0,7,,7,14,799,3,12,144,11,3,1854,,,,,,,,,,,,,
2006-08-22,CLARK DRIVE AND ADANAC ST,-123.077209514362,49.2776488595931,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,0,0,0,0,141,0,0,0,0,0,43,16:20 - 17:20,0,0,9,0,0,39,0,0,4,0,0,120,,,,,,,,,,,,,
1999-07-27,CLARK DRIVE AND ADANAC ST,-123.077209514362,49.2776488595931,sunny,Signalized,True,True,False,True,True,True,07:40 - 08:40,3,4,877,95,9,38,3,11,621,26,15,37,16:20 - 17:20,1,13,916,56,9,60,6,15,883,82,6,85,,,,,,,,,,,,,
2011-10-20,CLARK DRIVE AND VENABLES ST,-123.077228130828,49.2767557901435,rain,Signalized,True,True,False,True,True,True,07:55 - 08:55,3,47,862,5,34,714,8,64,1058,1,61,722,16:35 - 17:35,1,40,1053,5,27,517,4,34,1011,2,42,1347,,,,,,,,,,,,,
2006-01-11,CLARK DRIVE AND VENABLES ST,-123.077228130828,49.2767557901435,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,69,933,6,72,991,2,96,951,5,19,865,16:25 - 17:25,2,43,969,1,29,543,2,40,735,5,18,972,,,,,,,,,,,,,
2005-04-06,CLARK DRIVE AND VENABLES ST,-123.077228130828,49.2767557901435,cloudy,Signalized,True,True,False,True,True,True,07:50 - 08:50,2,67,838,8,35,890,8,73,1086,3,67,687,16:25 - 17:25,7,53,807,4,20,438,2,45,1213,5,34,1306,,,,,,,,,,,,,
2003-05-26,CLARK DRIVE AND VENABLES ST,-123.077228130828,49.2767557901435,clear,Signalized,True,True,False,True,True,True,07:45 - 08:45,5,95,943,13,92,983,16,77,1058,6,70,710,16:25 - 17:25,11,53,997,7,34,543,3,32,1153,18,40,1629,,,,,,,,,,,,,
2001-07-03,CLARK DRIVE AND VENABLES ST,-123.077228130828,49.2767557901435,clear,Signalized,True,True,False,True,True,True,07:50 - 08:50,6,27,1000,15,22,951,26,24,1091,4,19,641,16:00 - 17:00,14,23,1055,3,23,531,9,20,1036,33,36,1313,,,,,,,,,,,,,
1999-08-09,CLARK DRIVE AND VENABLES ST,-123.077228130828,49.2767557901435,sunny,Signalized,True,True,False,True,True,True,07:45 - 08:45,4,29,722,7,25,893,15,19,1041,1,29,561,16:10 - 17:10,4,42,916,6,27,525,6,27,1126,8,47,1492,,,,,,,,,,,,,
1996-05-29,CLARK DRIVE AND VENABLES ST,-123.077228130828,49.2767557901435,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,1,56,846,8,34,1092,4,61,1135,6,52,750,16:25 - 17:25,8,64,979,9,46,591,6,57,1065,13,49,1671,,,,,,,,,,,,,
2006-08-24,CLARK DRIVE AND E 10TH AV,-123.077519058648,49.2614308866525,clear,Signalized,True,True,True,True,False,True,07:45 - 08:45,0,0,1,0,0,40,0,0,6,0,0,54,,,,,,,,,,,,,,15:50 - 16:50,0,0,0,0,0,30,0,0,8,0,0,45
2007-01-17,KNIGHT ST AND E 49TH AV,-123.077291375599,49.2252943974205,clear,Signalized,True,True,True,True,False,True,07:50 - 08:50,0,195,1501,0,101,1018,0,133,1477,2,93,470,,,,,,,,,,,,,,15:30 - 16:30,0,66,1664,0,70,636,0,91,1469,0,47,698
2006-10-11,KNIGHT ST AND E 49TH AV,-123.077291375599,49.2252943974205,clear,Signalized,True,True,True,True,False,True,08:00 - 09:00,0,246,0,0,141,0,0,27,0,0,68,0,,,,,,,,,,,,,,14:45 - 15:45,0,280,0,0,187,0,0,84,0,0,128,0
2005-06-06,KNIGHT ST AND E 49TH AV,-123.077291375599,49.2252943974205,clear,Signalized,False,True,True,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,13:25 - 14:25,1,20,1033,3,12,581,1,23,1018,2,24,670
2003-08-20,KNIGHT ST AND E 49TH AV,-123.077291375599,49.2252943974205,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,1,36,1418,5,28,670,1,18,1410,6,27,459,16:15 - 17:15,4,30,1730,5,15,775,5,36,1690,7,44,866,,,,,,,,,,,,,
2001-07-17,KNIGHT ST AND E 49TH AV,-123.077291375599,49.2252943974205,cloudy,Signalized,True,True,False,True,True,True,07:45 - 08:45,7,22,1500,23,9,1073,1,12,1622,9,6,617,16:20 - 17:20,3,30,1775,15,12,854,12,26,1657,24,38,935,,,,,,,,,,,,,
1999-07-12,KNIGHT ST AND E 49TH AV,-123.077291375599,49.2252943974205,sunny,Signalized,True,True,False,True,True,True,07:50 - 08:50,3,65,1488,6,4,855,0,29,1440,2,12,662,16:15 - 17:15,1,22,1705,5,18,764,0,22,1731,0,0,798,,,,,,,,,,,,,
1997-07-08,KNIGHT ST AND E 49TH AV,-123.077291375599,49.2252943974205,rain,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,118,1523,2,93,1051,0,52,1361,2,39,615,16:25 - 17:25,0,15,1691,6,21,874,1,46,1420,3,29,875,,,,,,,,,,,,,
1995-05-31,KNIGHT ST AND E 49TH AV,-123.077291375599,49.2252943974205,clear,Signalized,True,True,True,True,False,True,07:30 - 08:30,2,53,1527,22,55,1000,3,30,1474,16,29,608,,,,,,,,,,,,,,15:30 - 16:30,3,103,1709,11,52,869,4,53,1539,16,48,952
2011-03-03,KNIGHT ST AND E 59TH AV,-123.077058427475,49.2163887289353,rain,Signalized,True,True,False,True,True,True,07:00 - 08:00,1,0,2298,1,1,2,0,0,776,0,1,30,16:50 - 17:50,0,0,2269,0,3,5,0,0,1907,0,3,93,,,,,,,,,,,,,
2008-04-25,KNIGHT ST AND E 59TH AV,-123.077058427475,49.2163887289353,clear,Signalized,True,True,True,True,True,True,07:45 - 08:45,2,0,2777,0,0,2,0,0,1986,0,0,49,16:25 - 17:25,6,0,1523,0,0,1,0,0,1636,0,0,13,12:20 - 13:20,3,0,1358,0,0,4,0,0,1203,0,0,18
2000-09-14,WOODLAND DRIVE AND GRANDVIEW HWY NORTH,-123.073580174463,49.265013891473,clear,Signalized,False,True,False,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-08,WOODLAND DRIVE AND E BROADWAY,-123.073630847215,49.2623501582411,rain,Signalized,True,True,False,True,True,True,07:35 - 08:35,0,51,43,9,14,1775,5,13,26,16,20,877,16:20 - 17:20,11,83,94,13,28,1287,4,68,50,14,53,1891,,,,,,,,,,,,,
2002-11-22,ARGYLE ST AND SE MARINE DRIVE,-123.072099508606,49.2110314750099,cloudy,Signalized,True,True,False,True,True,True,07:35 - 08:35,4,2,488,2,3,2494,0,5,23,1,9,1880,16:25 - 17:25,0,2,159,0,2,2267,0,6,79,0,6,3293,,,,,,,,,,,,,
2009-01-14,COMMERCIAL DRIVE AND GRANDVIEW HWY NORTH,-123.069736090032,49.2637179331288,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,8,68,379,7,379,335,25,111,683,2,161,87,16:55 - 17:55,9,140,538,4,600,110,29,154,706,2,408,247,,,,,,,,,,,,,
2002-05-31,COMMERCIAL DRIVE AND GRANDVIEW HWY NORTH,-123.069736090032,49.2637179331288,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,15,50,369,20,174,444,7,54,572,5,137,113,16:25 - 17:25,18,75,677,21,395,252,22,46,533,13,294,382,,,,,,,,,,,,,
1998-07-02,COMMERCIAL DRIVE AND GRANDVIEW HWY NORTH,-123.069736090032,49.2637179331288,clear,Signalized,True,True,False,True,True,True,07:35 - 08:35,14,41,423,15,145,406,11,50,718,11,127,140,16:25 - 17:25,28,76,758,9,400,235,24,79,590,9,275,417,,,,,,,,,,,,,
1995-06-12,COMMERCIAL DRIVE AND GRANDVIEW HWY NORTH,-123.069736090032,49.2637179331288,rain,Signalized,True,True,False,True,True,True,07:55 - 08:55,6,41,451,4,151,363,6,44,721,5,70,134,16:15 - 17:15,22,50,782,5,318,223,18,46,536,8,148,404,,,,,,,,,,,,,
2007-10-26,VICTORIA DRIVE AND E 41ST AV,-123.065536694432,49.2327506154927,clear,Signalized,True,True,True,True,False,True,07:55 - 08:55,4,47,751,0,37,1425,1,95,1053,1,149,1128,,,,,,,,,,,,,,15:55 - 16:55,1,220,832,3,144,1335,6,230,881,3,236,1090
2007-10-26,VICTORIA DRIVE AND E 41ST AV,-123.065536694432,49.2327506154927,clear,Signalized,True,True,True,True,False,True,07:55 - 08:55,4,47,751,0,37,1425,1,95,1053,1,149,1128,,,,,,,,,,,,,,15:55 - 16:55,1,220,832,3,144,1335,6,230,881,3,236,1090
2002-06-25,VICTORIA DRIVE AND E 41ST AV,-123.065536694432,49.2327506154927,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,3,109,709,1,96,1284,2,67,930,1,108,954,16:25 - 17:25,10,152,846,15,96,1286,6,103,894,8,472,1356,,,,,,,,,,,,,
2000-07-07,VICTORIA DRIVE AND E 41ST AV,-123.065536694432,49.2327506154927,cloudy,Signalized,True,True,False,True,True,True,07:50 - 08:50,5,44,702,0,0,,0,0,0,1,97,973,16:25 - 17:25,7,129,902,0,0,,0,0,0,8,468,1357,,,,,,,,,,,,,
1998-07-10,VICTORIA DRIVE AND E 41ST AV,-123.065536694432,49.2327506154927,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,3,45,811,0,66,1479,3,73,1124,0,97,1066,16:25 - 17:25,4,113,1113,3,148,1317,8,171,1114,3,277,1566,,,,,,,,,,,,,
1996-06-10,VICTORIA DRIVE AND E 41ST AV,-123.065536694432,49.2327506154927,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,6,57,817,2,68,1564,3,55,1031,5,71,1060,16:25 - 17:25,2,74,1158,0,57,1296,4,72,1063,2,203,1442,,,,,,,,,,,,,
2009-05-14,VICTORIA DRIVE AND KINGSWAY,-123.065153288388,49.2451645233662,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,6,78,722,5,53,2190,8,55,601,9,159,874,16:20 - 17:20,0,87,830,2,67,1310,5,80,805,3,139,1413,,,,,,,,,,,,,
2006-05-09,VICTORIA DRIVE AND KINGSWAY,-123.065153288388,49.2451645233662,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,2,86,630,5,58,2209,5,51,608,6,100,777,16:10 - 17:10,0,49,823,4,40,1491,3,82,772,2,82,1355,,,,,,,,,,,,,
2003-06-18,VICTORIA DRIVE AND KINGSWAY,-123.065153288388,49.2451645233662,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,4,61,523,12,60,2266,5,20,810,18,45,1272,16:25 - 17:25,5,72,804,23,64,1703,2,34,717,7,67,2244,,,,,,,,,,,,,
1999-08-13,VICTORIA DRIVE AND KINGSWAY,-123.065153288388,49.2451645233662,overcast,Signalized,True,True,True,True,False,True,07:45 - 08:45,3,19,599,7,36,1996,4,41,870,2,31,995,,,,,,,,,,,,,,15:35 - 16:35,23,95,1135,8,24,1919,5,71,903,4,85,2154
1997-07-10,VICTORIA DRIVE AND KINGSWAY,-123.065153288388,49.2451645233662,cloudy,Signalized,True,True,False,True,True,True,07:45 - 08:45,2,25,508,9,41,2402,5,51,827,12,43,1045,16:25 - 17:25,5,58,991,8,48,1466,8,107,720,4,63,2266,,,,,,,,,,,,,
1995-06-23,VICTORIA DRIVE AND KINGSWAY,-123.065153288388,49.2451645233662,clear,Signalized,True,True,False,True,True,True,07:40 - 08:40,5,32,563,14,74,2448,2,54,831,13,28,1040,16:25 - 17:25,5,61,1047,22,124,1593,11,134,781,12,49,2322,,,,,,,,,,,,,
2004-06-07,VICTORIA DRIVE AND SE MARINE DRIVE,-123.06611124721,49.2096895759308,cloudy,Signalized,False,True,True,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,13:15 - 14:15,0,3,180,1,12,1617,0,2,74,0,3,1851
2002-11-27,VICTORIA DRIVE AND SE MARINE DRIVE,-123.06611124721,49.2096895759308,clear,Signalized,True,True,False,True,True,True,07:35 - 08:35,0,11,252,0,21,2706,2,3,119,1,13,1991,16:25 - 17:25,0,6,253,0,28,2179,0,0,176,1,8,2878,,,,,,,,,,,,,
1999-07-09,VICTORIA DRIVE AND SE MARINE DRIVE,-123.06611124721,49.2096895759308,sunny,Signalized,True,True,False,True,True,True,07:35 - 08:35,0,2,236,1,12,2562,2,3,117,0,4,1913,16:20 - 17:20,1,0,255,0,17,2272,0,1,164,0,4,3108,,,,,,,,,,,,,
1996-06-11,VICTORIA DRIVE AND SE MARINE DRIVE,-123.06611124721,49.2096895759308,rain,Signalized,True,True,False,True,True,True,07:30 - 08:30,0,4,248,1,27,2902,0,3,133,1,6,2083,16:20 - 17:20,2,3,290,0,38,2417,1,4,136,3,15,3063,,,,,,,,,,,,,
2011-10-18,NANAIMO ST AND E 41ST AV,-123.05887886896,49.2328576599213,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,13,4,164,0,19,1389,11,11,23,0,25,933,16:40 - 17:40,13,7,187,0,10,1092,7,7,47,1,23,1293,,,,,,,,,,,,,
2000-08-15,NANAIMO ST AND E 41ST AV,-123.05887886896,49.2328576599213,clear,Signalized,True,True,False,True,True,True,07:35 - 08:35,4,3,90,1,6,1159,2,3,7,0,13,877,16:25 - 17:25,5,9,139,2,13,1225,1,2,26,0,15,1272,,,,,,,,,,,,,
1998-06-08,NANAIMO ST AND E 41ST AV,-123.05887886896,49.2328576599213,clear,Signalized,True,True,True,True,True,True,07:55 - 08:55,4,7,191,2,10,1463,2,8,27,0,8,1060,16:35 - 17:35,2,9,191,1,12,1210,,,,0,0,0,15:30 - 16:30,0,0,,0,0,0,0,12,46,3,16,1403
2009-03-24,NANAIMO ST AND DUNDAS ST,-123.056530916608,49.2847919782587,rain,Signalized,True,True,False,True,True,True,07:35 - 08:35,1,2,1750,0,37,487,0,42,327,1,31,612,16:40 - 17:40,2,0,1429,2,44,277,4,28,479,2,86,1794,,,,,,,,,,,,,
1998-11-04,NANAIMO ST AND DUNDAS ST,-123.056530916608,49.2847919782587,rain,Signalized,True,True,False,True,True,True,07:35 - 08:35,4,3,1889,1,75,468,2,58,314,0,68,694,16:20 - 17:20,1,0,994,0,38,237,2,64,507,0,71,2019,,,,,,,,,,,,,
1996-05-27,NANAIMO ST AND DUNDAS ST,-123.056530916608,49.2847919782587,cloudy,Signalized,True,True,False,True,True,True,07:40 - 08:40,5,0,1791,2,69,421,4,54,309,0,67,669,16:25 - 17:25,3,1,962,1,48,180,4,45,476,0,59,1949,,,,,,,,,,,,,
2005-08-09,NANAIMO ST AND DUNDAS ST,-123.056530916608,49.2847919782587,clear,Signalized,True,True,False,True,True,True,07:30 - 08:30,5,0,1599,1,33,390,0,28,256,4,44,763,16:25 - 17:25,7,0,1340,1,37,170,8,29,449,7,88,2083,,,,,,,,,,,,,
2003-06-05,NANAIMO ST AND DUNDAS ST,-123.056530916608,49.2847919782587,clear,Signalized,True,True,False,True,True,True,07:45 - 08:45,4,0,2074,1,72,512,3,51,331,0,56,755,16:20 - 17:20,6,1,1186,1,50,251,5,26,448,4,81,1989,,,,,,,,,,,,,
