Geom,INTERSECTION,URL,Sub_URL
"{""coordinates"": [-123.044197202172, 49.2506240540315], ""type"": ""Point""}",RENFREW ST AND E 22ND AV,https://app.vancouver.ca/vanmapmtc_net/#279700,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1998/0279700.htm
"{""coordinates"": [-123.044197202172, 49.2506240540315], ""type"": ""Point""}",RENFREW ST AND E 22ND AV,https://app.vancouver.ca/vanmapmtc_net/#279700,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1996/0279700.htm
"{""coordinates"": [-123.044282243233, 49.2619519713698], ""type"": ""Point""}",RENFREW ST AND E BROADWAY,https://app.vancouver.ca/vanmapmtc_net/#280650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2008/0280650.htm
"{""coordinates"": [-123.044282243233, 49.2619519713698], ""type"": ""Point""}",RENFREW ST AND E BROADWAY,https://app.vancouver.ca/vanmapmtc_net/#280650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2002/0280650.htm
"{""coordinates"": [-123.044282243233, 49.2619519713698], ""type"": ""Point""}",RENFREW ST AND E BROADWAY,https://app.vancouver.ca/vanmapmtc_net/#280650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2000/0280650.htm
"{""coordinates"": [-123.044282243233, 49.2619519713698], ""type"": ""Point""}",RENFREW ST AND E BROADWAY,https://app.vancouver.ca/vanmapmtc_net/#280650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1998/0280650.htm
"{""coordinates"": [-123.044282243233, 49.2619519713698], ""type"": ""Point""}",RENFREW ST AND E BROADWAY,https://app.vancouver.ca/vanmapmtc_net/#280650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0280650.htm
"{""coordinates"": [-123.044281395038, 49.2581708218746], ""type"": ""Point""}",RENFREW ST AND GRANDVIEW HIGHWAY,https://app.vancouver.ca/vanmapmtc_net/#280670,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2007/0280670.htm
"{""coordinates"": [-123.044281395038, 49.2581708218746], ""type"": ""Point""}",RENFREW ST AND GRANDVIEW HIGHWAY,https://app.vancouver.ca/vanmapmtc_net/#280670,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2004/0280670.htm
"{""coordinates"": [-123.044281395038, 49.2581708218746], ""type"": ""Point""}",RENFREW ST AND GRANDVIEW HIGHWAY,https://app.vancouver.ca/vanmapmtc_net/#280670,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2002/0280670.htm
"{""coordinates"": [-123.044281395038, 49.2581708218746], ""type"": ""Point""}",RENFREW ST AND GRANDVIEW HIGHWAY,https://app.vancouver.ca/vanmapmtc_net/#280670,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2001/0280670.htm
"{""coordinates"": [-123.041567907294, 49.2619127963208], ""type"": ""Point""}",NOOTKA ST AND E BROADWAY,https://app.vancouver.ca/vanmapmtc_net/#285650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2004/0285650.htm
"{""coordinates"": [-123.03620066087, 49.2811299439902], ""type"": ""Point""}",WINDERMERE ST AND E HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/#296590,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2009/0296590.htm
"{""coordinates"": [-123.03620066087, 49.2811299439902], ""type"": ""Point""}",WINDERMERE ST AND E HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/#296590,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0296590.htm
"{""coordinates"": [-123.033583347653, 49.2774429408845], ""type"": ""Point""}",RUPERT ST AND ADANAC ST,https://app.vancouver.ca/vanmapmtc_net/#298598,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2000/0298598.htm
"{""coordinates"": [-123.033583347653, 49.2774429408845], ""type"": ""Point""}",RUPERT ST AND ADANAC ST,https://app.vancouver.ca/vanmapmtc_net/#298598,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1997/0298598.htm
"{""coordinates"": [-123.033583347653, 49.2774429408845], ""type"": ""Point""}",RUPERT ST AND ADANAC ST,https://app.vancouver.ca/vanmapmtc_net/#298598,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0298598.htm
"{""coordinates"": [-123.033692731076, 49.2694599215321], ""type"": ""Point""}",RUPERT ST AND E 1ST AV,https://app.vancouver.ca/vanmapmtc_net/#300630,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2010/0300630.htm
"{""coordinates"": [-123.033692731076, 49.2694599215321], ""type"": ""Point""}",RUPERT ST AND E 1ST AV,https://app.vancouver.ca/vanmapmtc_net/#300630,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2004/0300630.htm
"{""coordinates"": [-123.033692731076, 49.2694599215321], ""type"": ""Point""}",RUPERT ST AND E 1ST AV,https://app.vancouver.ca/vanmapmtc_net/#300630,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2002/0300630.htm
"{""coordinates"": [-123.033692731076, 49.2694599215321], ""type"": ""Point""}",RUPERT ST AND E 1ST AV,https://app.vancouver.ca/vanmapmtc_net/#300630,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2000/0300630.htm
"{""coordinates"": [-123.033692731076, 49.2694599215321], ""type"": ""Point""}",RUPERT ST AND E 1ST AV,https://app.vancouver.ca/vanmapmtc_net/#300630,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1997/0300630.htm
"{""coordinates"": [-123.033692731076, 49.2694599215321], ""type"": ""Point""}",RUPERT ST AND E 1ST AV,https://app.vancouver.ca/vanmapmtc_net/#300630,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0300630.htm
"{""coordinates"": [-123.033757565058, 49.2618913418213], ""type"": ""Point""}",RUPERT ST AND E BROADWAY,https://app.vancouver.ca/vanmapmtc_net/#300650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2009/0300650.htm
"{""coordinates"": [-123.033757565058, 49.2618913418213], ""type"": ""Point""}",RUPERT ST AND E BROADWAY,https://app.vancouver.ca/vanmapmtc_net/#300650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0300650.htm
"{""coordinates"": [-123.033757565058, 49.2618913418213], ""type"": ""Point""}",RUPERT ST AND E BROADWAY,https://app.vancouver.ca/vanmapmtc_net/#300650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2001/0300650.htm
"{""coordinates"": [-123.033757565058, 49.2618913418213], ""type"": ""Point""}",RUPERT ST AND E BROADWAY,https://app.vancouver.ca/vanmapmtc_net/#300650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1999/0300650.htm
"{""coordinates"": [-123.033757565058, 49.2618913418213], ""type"": ""Point""}",RUPERT ST AND E BROADWAY,https://app.vancouver.ca/vanmapmtc_net/#300650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1997/0300650.htm
"{""coordinates"": [-123.033757565058, 49.2618913418213], ""type"": ""Point""}",RUPERT ST AND E BROADWAY,https://app.vancouver.ca/vanmapmtc_net/#300650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0300650.htm
"{""coordinates"": [-123.033804698405, 49.2506001184197], ""type"": ""Point""}",RUPERT ST AND E 22ND AV,https://app.vancouver.ca/vanmapmtc_net/#300700,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2007/0300700.htm
"{""coordinates"": [-123.033804698405, 49.2506001184197], ""type"": ""Point""}",RUPERT ST AND E 22ND AV,https://app.vancouver.ca/vanmapmtc_net/#300700,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0300700.htm
"{""coordinates"": [-123.033804698405, 49.2506001184197], ""type"": ""Point""}",RUPERT ST AND E 22ND AV,https://app.vancouver.ca/vanmapmtc_net/#300700,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2001/0300700.htm
"{""coordinates"": [-123.033804698405, 49.2506001184197], ""type"": ""Point""}",RUPERT ST AND E 22ND AV,https://app.vancouver.ca/vanmapmtc_net/#300700,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1999/0300700.htm
"{""coordinates"": [-123.033804698405, 49.2506001184197], ""type"": ""Point""}",RUPERT ST AND E 22ND AV,https://app.vancouver.ca/vanmapmtc_net/#300700,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1997/0300700.htm
"{""coordinates"": [-123.033804698405, 49.2506001184197], ""type"": ""Point""}",RUPERT ST AND E 22ND AV,https://app.vancouver.ca/vanmapmtc_net/#300700,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0300700.htm
"{""coordinates"": [-123.041046715047, 49.2247419236721], ""type"": ""Point""}",KERR ST AND E 49TH AV,https://app.vancouver.ca/vanmapmtc_net/#300790,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2008/0300790.htm
"{""coordinates"": [-123.041046715047, 49.2247419236721], ""type"": ""Point""}",KERR ST AND E 49TH AV,https://app.vancouver.ca/vanmapmtc_net/#300790,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0300790.htm
"{""coordinates"": [-123.041046715047, 49.2247419236721], ""type"": ""Point""}",KERR ST AND E 49TH AV,https://app.vancouver.ca/vanmapmtc_net/#300790,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2001/0300790.htm
"{""coordinates"": [-123.041046715047, 49.2247419236721], ""type"": ""Point""}",KERR ST AND E 49TH AV,https://app.vancouver.ca/vanmapmtc_net/#300790,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1999/0300790.htm
"{""coordinates"": [-123.041046715047, 49.2247419236721], ""type"": ""Point""}",KERR ST AND E 49TH AV,https://app.vancouver.ca/vanmapmtc_net/#300790,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1997/0300790.htm
"{""coordinates"": [-123.041046715047, 49.2247419236721], ""type"": ""Point""}",KERR ST AND E 49TH AV,https://app.vancouver.ca/vanmapmtc_net/#300790,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0300790.htm
"{""coordinates"": [-123.041339465843, 49.2191638264559], ""type"": ""Point""}",KERR ST AND E 55TH AV,https://app.vancouver.ca/vanmapmtc_net/#300811,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2006/0300811.htm
"{""coordinates"": [-123.033692731076, 49.2694599215321], ""type"": ""Point""}",TRANS CANADA HIGHWAY AND E 1ST AV,https://app.vancouver.ca/vanmapmtc_net/#303660,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2004/0303660.htm
"{""coordinates"": [-123.027505787402, 49.2694674578281], ""type"": ""Point""}",TRANS CANADA HIGHWAY AND E 1ST AV,https://app.vancouver.ca/vanmapmtc_net/#303660,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2004/0303660.htm
"{""coordinates"": [-123.028321982136, 49.2811220416012], ""type"": ""Point""}",SKEENA ST AND E HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/#305580,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2008/0305580.htm
"{""coordinates"": [-123.028321982136, 49.2811220416012], ""type"": ""Point""}",SKEENA ST AND E HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/#305580,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2002/0305580.htm
"{""coordinates"": [-123.028321982136, 49.2811220416012], ""type"": ""Point""}",SKEENA ST AND E HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/#305580,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2000/0305580.htm
"{""coordinates"": [-123.028517663987, 49.2581485708494], ""type"": ""Point""}",SKEENA ST AND GRANDVIEW HIGHWAY,https://app.vancouver.ca/vanmapmtc_net/#305670,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0305670.htm
"{""coordinates"": [-123.035876616588, 49.2341534988201], ""type"": ""Point""}",JOYCE ST AND KINGSWAY,https://app.vancouver.ca/vanmapmtc_net/#306770,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2008/0306770.htm
"{""coordinates"": [-123.035876616588, 49.2341534988201], ""type"": ""Point""}",JOYCE ST AND KINGSWAY,https://app.vancouver.ca/vanmapmtc_net/#306770,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2005/0306770.htm
"{""coordinates"": [-123.035876616588, 49.2341534988201], ""type"": ""Point""}",JOYCE ST AND KINGSWAY,https://app.vancouver.ca/vanmapmtc_net/#306770,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2002/0306770.htm
"{""coordinates"": [-123.035876616588, 49.2341534988201], ""type"": ""Point""}",JOYCE ST AND KINGSWAY,https://app.vancouver.ca/vanmapmtc_net/#306770,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2000/0306770.htm
"{""coordinates"": [-123.035876616588, 49.2341534988201], ""type"": ""Point""}",JOYCE ST AND KINGSWAY,https://app.vancouver.ca/vanmapmtc_net/#306770,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1998/0306770.htm
"{""coordinates"": [-123.035876616588, 49.2341534988201], ""type"": ""Point""}",JOYCE ST AND KINGSWAY,https://app.vancouver.ca/vanmapmtc_net/#306770,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1996/0306770.htm
"{""coordinates"": [-123.03236651056, 49.2200996831653], ""type"": ""Point""}",TYNE ST AND E 54TH AV,https://app.vancouver.ca/vanmapmtc_net/#313810,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2009/0313810.htm
"{""coordinates"": [-123.03236651056, 49.2200996831653], ""type"": ""Point""}",TYNE ST AND E 54TH AV,https://app.vancouver.ca/vanmapmtc_net/#313810,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2005/0313810.htm
"{""coordinates"": [-123.023578267812, 49.2811179775647], ""type"": ""Point""}",BOUNDARY ROAD AND E HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/#320590,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2009/0320590.htm
"{""coordinates"": [-123.023578267812, 49.2811179775647], ""type"": ""Point""}",BOUNDARY ROAD AND E HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/#320590,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0320590.htm
"{""coordinates"": [-123.023578267812, 49.2811179775647], ""type"": ""Point""}",BOUNDARY ROAD AND E HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/#320590,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2001/0320590.htm
"{""coordinates"": [-123.023578267812, 49.2811179775647], ""type"": ""Point""}",BOUNDARY ROAD AND E HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/#320590,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1999/0320590.htm
"{""coordinates"": [-123.023578267812, 49.2811179775647], ""type"": ""Point""}",BOUNDARY ROAD AND E HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/#320590,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1997/0320590.htm
"{""coordinates"": [-123.023578267812, 49.2811179775647], ""type"": ""Point""}",BOUNDARY ROAD AND E HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/#320590,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0320590.htm
"{""coordinates"": [-123.023598545018, 49.2774268372126], ""type"": ""Point""}",BOUNDARY ROAD AND ADANAC ST,https://app.vancouver.ca/vanmapmtc_net/#320598,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0320598.htm
"{""coordinates"": [-123.023598545018, 49.2774268372126], ""type"": ""Point""}",BOUNDARY ROAD AND ADANAC ST,https://app.vancouver.ca/vanmapmtc_net/#320598,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1997/0320598.htm
"{""coordinates"": [-123.023598545018, 49.2774268372126], ""type"": ""Point""}",BOUNDARY ROAD AND ADANAC ST,https://app.vancouver.ca/vanmapmtc_net/#320598,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0320598.htm
"{""coordinates"": [-123.023642649664, 49.2694567477204], ""type"": ""Point""}",BOUNDARY ROAD AND E 1ST AV,https://app.vancouver.ca/vanmapmtc_net/#320630,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2009/0320630.htm
"{""coordinates"": [-123.023642649664, 49.2694567477204], ""type"": ""Point""}",BOUNDARY ROAD AND E 1ST AV,https://app.vancouver.ca/vanmapmtc_net/#320630,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0320630.htm
"{""coordinates"": [-123.023642649664, 49.2694567477204], ""type"": ""Point""}",BOUNDARY ROAD AND E 1ST AV,https://app.vancouver.ca/vanmapmtc_net/#320630,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2001/0320630.htm
"{""coordinates"": [-123.023642649664, 49.2694567477204], ""type"": ""Point""}",BOUNDARY ROAD AND E 1ST AV,https://app.vancouver.ca/vanmapmtc_net/#320630,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1999/0320630.htm
"{""coordinates"": [-123.023642649664, 49.2694567477204], ""type"": ""Point""}",BOUNDARY ROAD AND E 1ST AV,https://app.vancouver.ca/vanmapmtc_net/#320630,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1997/0320630.htm
"{""coordinates"": [-123.023642649664, 49.2694567477204], ""type"": ""Point""}",BOUNDARY ROAD AND E 1ST AV,https://app.vancouver.ca/vanmapmtc_net/#320630,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0320630.htm
"{""coordinates"": [-123.023665234636, 49.2655617219936], ""type"": ""Point""}",BOUNDARY ROAD AND LOUGHEED HIGHWAY,https://app.vancouver.ca/vanmapmtc_net/#320650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2005/0320650.htm
"{""coordinates"": [-123.023665234636, 49.2655617219936], ""type"": ""Point""}",BOUNDARY ROAD AND LOUGHEED HIGHWAY,https://app.vancouver.ca/vanmapmtc_net/#320650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0320650.htm
"{""coordinates"": [-123.023665234636, 49.2655617219936], ""type"": ""Point""}",BOUNDARY ROAD AND LOUGHEED HIGHWAY,https://app.vancouver.ca/vanmapmtc_net/#320650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2001/0320650.htm
"{""coordinates"": [-123.023665234636, 49.2655617219936], ""type"": ""Point""}",BOUNDARY ROAD AND LOUGHEED HIGHWAY,https://app.vancouver.ca/vanmapmtc_net/#320650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2000/0320650.htm
"{""coordinates"": [-123.023665234636, 49.2655617219936], ""type"": ""Point""}",BOUNDARY ROAD AND LOUGHEED HIGHWAY,https://app.vancouver.ca/vanmapmtc_net/#320650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1998/0320650.htm
"{""coordinates"": [-123.023665234636, 49.2655617219936], ""type"": ""Point""}",BOUNDARY ROAD AND LOUGHEED HIGHWAY,https://app.vancouver.ca/vanmapmtc_net/#320650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1996/0320650.htm
"{""coordinates"": [-123.023665234636, 49.2655617219936], ""type"": ""Point""}",BOUNDARY ROAD AND LOUGHEED HIGHWAY,https://app.vancouver.ca/vanmapmtc_net/#320650,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1992/0320650.htm
"{""coordinates"": [-123.023699910408, 49.2601148624166], ""type"": ""Point""}",BOUNDARY ROAD AND E 11TH AV,https://app.vancouver.ca/vanmapmtc_net/#320665,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2006/0320665.htm
"{""coordinates"": [-123.023710895959, 49.2581592414606], ""type"": ""Point""}",BOUNDARY ROAD AND GRANDVIEW HIGHWAY,https://app.vancouver.ca/vanmapmtc_net/#320670,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2009/0320670.htm
"{""coordinates"": [-123.023710895959, 49.2581592414606], ""type"": ""Point""}",BOUNDARY ROAD AND GRANDVIEW HIGHWAY,https://app.vancouver.ca/vanmapmtc_net/#320670,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2008/0320670.htm
"{""coordinates"": [-123.023710895959, 49.2581592414606], ""type"": ""Point""}",BOUNDARY ROAD AND GRANDVIEW HIGHWAY,https://app.vancouver.ca/vanmapmtc_net/#320670,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2007/0320670.htm
"{""coordinates"": [-123.023710895959, 49.2581592414606], ""type"": ""Point""}",BOUNDARY ROAD AND GRANDVIEW HIGHWAY,https://app.vancouver.ca/vanmapmtc_net/#320670,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2004/0320670.htm
"{""coordinates"": [-123.023710895959, 49.2581592414606], ""type"": ""Point""}",BOUNDARY ROAD AND GRANDVIEW HIGHWAY,https://app.vancouver.ca/vanmapmtc_net/#320670,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2002/0320670.htm
"{""coordinates"": [-123.023710895959, 49.2581592414606], ""type"": ""Point""}",BOUNDARY ROAD AND GRANDVIEW HIGHWAY,https://app.vancouver.ca/vanmapmtc_net/#320670,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2000/0320670.htm
"{""coordinates"": [-123.023710895959, 49.2581592414606], ""type"": ""Point""}",BOUNDARY ROAD AND GRANDVIEW HIGHWAY,https://app.vancouver.ca/vanmapmtc_net/#320670,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1997/0320670.htm
"{""coordinates"": [-123.023710895959, 49.2581592414606], ""type"": ""Point""}",BOUNDARY ROAD AND GRANDVIEW HIGHWAY,https://app.vancouver.ca/vanmapmtc_net/#320670,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0320670.htm
"{""coordinates"": [-123.02372469216, 49.2542096307196], ""type"": ""Point""}",BOUNDARY ROAD AND E 18TH AV,https://app.vancouver.ca/vanmapmtc_net/#320687,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1998/0320687.htm
"{""coordinates"": [-123.023784165321, 49.2445072618945], ""type"": ""Point""}",BOUNDARY ROAD AND E 29TH AV,https://app.vancouver.ca/vanmapmtc_net/#320710,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2004/0320710.htm
"{""coordinates"": [-123.023784165321, 49.2445072618945], ""type"": ""Point""}",BOUNDARY ROAD AND E 29TH AV,https://app.vancouver.ca/vanmapmtc_net/#320710,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2002/0320710.htm
"{""coordinates"": [-123.023784165321, 49.2445072618945], ""type"": ""Point""}",BOUNDARY ROAD AND E 29TH AV,https://app.vancouver.ca/vanmapmtc_net/#320710,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1998/0320710.htm
"{""coordinates"": [-123.023784165321, 49.2445072618945], ""type"": ""Point""}",BOUNDARY ROAD AND E 29TH AV,https://app.vancouver.ca/vanmapmtc_net/#320710,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1996/0320710.htm
"{""coordinates"": [-123.023643826583, 49.2374003706508], ""type"": ""Point""}",BOUNDARY ROAD AND WELLINGTON AV,https://app.vancouver.ca/vanmapmtc_net/#320715,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1999/0320715.htm
"{""coordinates"": [-123.023643826583, 49.2374003706508], ""type"": ""Point""}",BOUNDARY ROAD AND WELLINGTON AV,https://app.vancouver.ca/vanmapmtc_net/#320715,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0320715.htm
"{""coordinates"": [-123.023647166853, 49.2323088893276], ""type"": ""Point""}",BOUNDARY ROAD AND KINGSWAY,https://app.vancouver.ca/vanmapmtc_net/#320770,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2008/0320770.htm
"{""coordinates"": [-123.023647166853, 49.2323088893276], ""type"": ""Point""}",BOUNDARY ROAD AND KINGSWAY,https://app.vancouver.ca/vanmapmtc_net/#320770,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2004/0320770.htm
"{""coordinates"": [-123.023647166853, 49.2323088893276], ""type"": ""Point""}",BOUNDARY ROAD AND KINGSWAY,https://app.vancouver.ca/vanmapmtc_net/#320770,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2002/0320770.htm
"{""coordinates"": [-123.023647166853, 49.2323088893276], ""type"": ""Point""}",BOUNDARY ROAD AND KINGSWAY,https://app.vancouver.ca/vanmapmtc_net/#320770,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2000/0320770.htm
"{""coordinates"": [-123.02335843473, 49.2054321743042], ""type"": ""Point""}",BOUNDARY ROAD AND MARINE WAY,https://app.vancouver.ca/vanmapmtc_net/#320830,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2008/0320830.htm
"{""coordinates"": [-123.02335843473, 49.2054321743042], ""type"": ""Point""}",BOUNDARY ROAD AND MARINE WAY,https://app.vancouver.ca/vanmapmtc_net/#320830,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2005/0320830.htm
"{""coordinates"": [-123.02335843473, 49.2054321743042], ""type"": ""Point""}",BOUNDARY ROAD AND MARINE WAY,https://app.vancouver.ca/vanmapmtc_net/#320830,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0320830.htm
"{""coordinates"": [-123.02335843473, 49.2054321743042], ""type"": ""Point""}",BOUNDARY ROAD AND MARINE WAY,https://app.vancouver.ca/vanmapmtc_net/#320830,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2002/0320830.htm
"{""coordinates"": [-123.02335843473, 49.2054321743042], ""type"": ""Point""}",BOUNDARY ROAD AND MARINE WAY,https://app.vancouver.ca/vanmapmtc_net/#320830,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2000/0320830.htm
"{""coordinates"": [-123.02335843473, 49.2054321743042], ""type"": ""Point""}",BOUNDARY ROAD AND MARINE WAY,https://app.vancouver.ca/vanmapmtc_net/#320830,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1998/0320830.htm
"{""coordinates"": [-123.02335843473, 49.2054321743042], ""type"": ""Point""}",BOUNDARY ROAD AND MARINE WAY,https://app.vancouver.ca/vanmapmtc_net/#320830,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1996/0320830.htm
"{""coordinates"": [-123.033692731076, 49.2694599215321], ""type"": ""Point""}",E 1ST AV AND TRANS CANADA HIGHWAY,https://app.vancouver.ca/vanmapmtc_net/#630312,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1997/0630312.htm
"{""coordinates"": [-123.033692731076, 49.2694599215321], ""type"": ""Point""}",E 1ST AV AND TRANS CANADA HIGHWAY,https://app.vancouver.ca/vanmapmtc_net/#630312,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0630312.htm
"{""coordinates"": [-123.027505787402, 49.2694674578281], ""type"": ""Point""}",E 1ST AV AND TRANS CANADA HIGHWAY,https://app.vancouver.ca/vanmapmtc_net/#630312,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1997/0630312.htm
"{""coordinates"": [-123.027505787402, 49.2694674578281], ""type"": ""Point""}",E 1ST AV AND TRANS CANADA HIGHWAY,https://app.vancouver.ca/vanmapmtc_net/#630312,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0630312.htm
"{""coordinates"": [-123.14043574567, 49.2558813731627], ""type"": ""Point""}",MARPOLE AV AND FIR ST,https://app.vancouver.ca/vanmapmtc_net/#695124,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1999/0695124.htm
"{""coordinates"": [-123.099513991752, 49.262859261201], ""type"": ""Point""}",KINGSWAY AND E BROADWAY,https://app.vancouver.ca/vanmapmtc_net/#770192,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2010/0770192.htm
